weekday,hours,exit_num,exit_name,latitude,longitude,action,total
1,13,48,Batavia - NY Route 98,43.01859,-78.18819,entrance,75
1,13,48,Batavia - NY Route 98,43.01859,-78.18819,exit,86
1,13,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,entrance,115
1,13,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,exit,101
1,13,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,entrance,99
1,13,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,exit,81
1,13,50,Niagara Falls - I-290,42.94892,-78.76393,entrance,271
1,13,50,Niagara Falls - I-290,42.94892,-78.76393,exit,245
1,13,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,entrance,98
1,13,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,exit,101
1,13,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,entrance,53
1,13,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,exit,50
1,13,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,entrance,49
1,13,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,exit,51
1,13,57A,Eden - Angola,42.65908,-78.9609,entrance,39
1,13,57A,Eden - Angola,42.65908,-78.9609,exit,27
1,13,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,entrance,51
1,13,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,exit,56
1,13,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,entrance,55
1,13,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,exit,55
1,13,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,entrance,28
1,13,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,exit,26
1,13,61,Ripley - Shortman Road,42.26208,-79.74435,entrance,85
1,13,61,Ripley - Shortman Road,42.26208,-79.74435,exit,92
1,13,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,entrance,64
1,13,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,exit,70
1,13,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,entrance,44
1,13,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,exit,43
1,13,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,entrance,206
1,13,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,exit,241
1,14,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,entrance,177
1,14,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,exit,170
1,14,16,Harriman - US Route 6 - NY Route 17,41.31065,-74.12265,entrance,49
1,14,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,entrance,134
1,14,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,exit,132
1,14,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,entrance,97
1,14,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,exit,102
1,14,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,entrance,104
1,14,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,exit,105
1,14,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,entrance,82
1,14,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,exit,79
1,14,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,entrance,93
1,14,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,exit,105
1,14,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,entrance,63
1,14,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,exit,69
1,14,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,entrance,49
1,14,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,exit,55
1,14,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,entrance,155
1,14,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,exit,145
1,14,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,entrance,284
1,14,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,exit,292
1,14,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,entrance,117
1,14,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,exit,110
1,14,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,entrance,111
1,14,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,exit,97
1,14,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,entrance,112
1,14,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,exit,106
1,14,27,Amsterdam - NY Route 30,42.92295,-74.19648,entrance,150
1,14,27,Amsterdam - NY Route 30,42.92295,-74.19648,exit,138
1,14,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,entrance,88
1,14,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,exit,85
1,14,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,entrance,65
1,14,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,exit,55
1,14,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,entrance,38
1,14,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,exit,35
1,14,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,entrance,85
1,14,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,exit,71
1,14,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,entrance,181
1,14,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,exit,164
1,14,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,entrance,90
1,14,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,exit,94
1,14,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,entrance,163
1,14,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,exit,161
1,14,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,entrance,107
1,14,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,exit,101
1,14,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,entrance,147
1,14,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,exit,171
1,14,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,entrance,81
1,14,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,exit,77
1,14,36,Watertown - Binghamton - I-81,43.09458,-76.16788,entrance,181
1,14,36,Watertown - Binghamton - I-81,43.09458,-76.16788,exit,176
1,14,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,entrance,83
1,14,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,exit,80
1,14,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,entrance,105
1,14,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,exit,87
1,14,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,entrance,156
1,14,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,exit,175
1,14,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,entrance,93
1,14,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,exit,111
1,14,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,entrance,151
1,14,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,exit,139
1,14,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,entrance,128
1,14,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,exit,131
1,14,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,entrance,78
1,14,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,exit,97
1,14,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,entrance,80
1,14,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,exit,80
1,14,45,Rochester - Victor - I-490,43.00922,-77.43991,entrance,179
1,14,45,Rochester - Victor - I-490,43.00922,-77.43991,exit,193
1,14,46,Rochester - Corning - I-390,43.04775,-77.65387,entrance,147
1,14,46,Rochester - Corning - I-390,43.04775,-77.65387,exit,179
1,14,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,entrance,83
1,14,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,exit,95
1,14,48,Batavia - NY Route 98,43.01859,-78.18819,entrance,91
1,14,48,Batavia - NY Route 98,43.01859,-78.18819,exit,95
1,14,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,entrance,124
1,14,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,exit,110
1,14,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,entrance,92
1,14,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,exit,85
1,14,50,Niagara Falls - I-290,42.94892,-78.76393,entrance,304
1,14,50,Niagara Falls - I-290,42.94892,-78.76393,exit,258
1,14,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,entrance,96
1,14,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,exit,110
1,14,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,entrance,49
1,14,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,exit,49
1,14,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,entrance,44
1,14,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,exit,51
1,14,57A,Eden - Angola,42.65908,-78.9609,entrance,38
1,14,57A,Eden - Angola,42.65908,-78.9609,exit,30
1,14,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,entrance,47
1,14,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,exit,58
1,14,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,entrance,60
1,14,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,exit,51
1,14,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,entrance,28
1,14,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,exit,23
1,14,61,Ripley - Shortman Road,42.26208,-79.74435,entrance,100
1,14,61,Ripley - Shortman Road,42.26208,-79.74435,exit,90
1,14,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,entrance,71
1,14,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,exit,78
1,14,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,entrance,49
1,14,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,exit,53
1,14,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,entrance,227
1,14,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,exit,242
1,15,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,entrance,169
1,15,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,exit,188
1,15,16,Harriman - US Route 6 - NY Route 17,41.31065,-74.12265,entrance,48
1,15,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,entrance,146
1,15,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,exit,139
1,15,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,entrance,102
1,15,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,exit,108
1,15,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,entrance,108
1,15,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,exit,101
1,15,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,entrance,83
1,15,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,exit,81
1,15,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,entrance,114
1,15,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,exit,98
1,15,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,entrance,74
1,15,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,exit,70
1,15,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,entrance,60
1,15,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,exit,65
1,15,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,entrance,151
1,15,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,exit,141
1,15,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,entrance,294
1,15,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,exit,283
1,15,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,entrance,116
1,15,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,exit,112
1,15,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,entrance,108
1,15,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,exit,117
1,15,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,entrance,100
1,15,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,exit,88
1,15,27,Amsterdam - NY Route 30,42.92295,-74.19648,entrance,158
1,15,27,Amsterdam - NY Route 30,42.92295,-74.19648,exit,145
1,15,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,entrance,88
1,15,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,exit,80
1,15,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,entrance,52
1,15,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,exit,58
1,15,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,entrance,34
1,15,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,exit,29
1,15,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,entrance,85
1,15,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,exit,101
1,15,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,entrance,192
1,15,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,exit,152
1,15,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,entrance,87
1,15,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,exit,92
1,15,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,entrance,154
1,15,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,exit,143
1,15,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,entrance,99
1,15,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,exit,121
1,15,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,entrance,147
1,15,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,exit,158
1,15,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,entrance,90
1,15,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,exit,83
1,15,36,Watertown - Binghamton - I-81,43.09458,-76.16788,entrance,178
1,15,36,Watertown - Binghamton - I-81,43.09458,-76.16788,exit,165
1,15,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,entrance,73
1,15,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,exit,76
1,15,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,entrance,101
1,15,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,exit,88
1,15,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,entrance,158
1,15,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,exit,169
1,15,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,entrance,101
1,15,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,exit,118
1,15,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,entrance,158
1,15,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,exit,144
1,15,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,entrance,118
1,15,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,exit,130
1,15,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,entrance,84
1,15,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,exit,101
1,15,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,entrance,84
1,15,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,exit,78
1,15,45,Rochester - Victor - I-490,43.00922,-77.43991,entrance,174
1,15,45,Rochester - Victor - I-490,43.00922,-77.43991,exit,201
1,15,46,Rochester - Corning - I-390,43.04775,-77.65387,entrance,143
1,15,46,Rochester - Corning - I-390,43.04775,-77.65387,exit,190
1,15,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,entrance,67
1,15,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,exit,86
1,15,48,Batavia - NY Route 98,43.01859,-78.18819,entrance,89
1,15,48,Batavia - NY Route 98,43.01859,-78.18819,exit,101
1,15,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,entrance,121
1,15,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,exit,108
1,15,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,entrance,100
1,15,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,exit,85
1,15,50,Niagara Falls - I-290,42.94892,-78.76393,entrance,310
1,15,50,Niagara Falls - I-290,42.94892,-78.76393,exit,254
1,15,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,entrance,91
1,15,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,exit,102
1,15,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,entrance,52
1,15,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,exit,50
1,15,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,entrance,47
1,15,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,exit,49
1,15,57A,Eden - Angola,42.65908,-78.9609,entrance,33
1,15,57A,Eden - Angola,42.65908,-78.9609,exit,36
1,15,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,entrance,47
1,15,58,"Silver Creek - Irving - NY Routes 5, 20 & 438",42.55092,-79.10812,exit,51
1,15,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,entrance,60
1,15,59,Dunkirk - Fredonia - NY Route 60,42.4621,-79.3058,exit,53
1,15,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,entrance,20
1,15,60,Westfield - Mayville - NY Route 394,42.33869,-79.58345,exit,33
1,15,61,Ripley - Shortman Road,42.26208,-79.74435,entrance,101
1,15,61,Ripley - Shortman Road,42.26208,-79.74435,exit,77
1,15,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,entrance,72
1,15,B1,Albany - Hudson - Rensselaer - I-90 - US Route 9,42.4821,-73.67022,exit,72
1,15,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,entrance,46
1,15,B2,Taconic State Parkway - NY Route 295,42.42027,-73.54834,exit,40
1,15,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,entrance,235
1,15,B3,Austerlitz - New Lebanon - NY Route 22,42.35767,-73.42707,exit,252
1,16,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,entrance,178
1,16,15,New Jersey - I-287 - NJ Route 17 South,41.12133,-74.16283,exit,182
1,16,16,Harriman - US Route 6 - NY Route 17,41.31065,-74.12265,entrance,49
1,16,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,entrance,144
1,16,17,Newburgh - Scranton- I-84 - NY Routes 17K & 300,41.50947,-74.07446,exit,137
1,16,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,entrance,104
1,16,18,New Paltz - Poughkeepsie - NY Route 299,41.73551,-74.0657,exit,100
1,16,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,entrance,107
1,16,19,Kingston - NY Route 28 – Kingston-Rhinecliff Bridge,41.94764,-74.02749,exit,100
1,16,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,entrance,81
1,16,20,Saugerties - Woodstock - NY Route 32,42.08306,-73.97328,exit,73
1,16,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,entrance,108
1,16,21,Catskill - Cairo - NY Route 23,42.25013,-73.88444,exit,97
1,16,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,entrance,60
1,16,21B,Coxsackie - Ravena - US Route 9W - NY Route 81,42.39365,-73.82495,exit,70
1,16,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,entrance,55
1,16,22,Selkirk - NY Routes 144 & 396,42.53415,-73.78411,exit,63
1,16,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,entrance,152
1,16,23,Albany (Downtown) - Troy - Rensselaer - I-787 - US Route 9W,42.63289,-73.78142,exit,145
1,16,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,entrance,282
1,16,24,Albany - Montreal - I-90 East - I-87 North,42.69778,-73.84546,exit,290
1,16,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,entrance,112
1,16,25,Schenectady - I-890 - NY Routes 7 & 146,42.754,-73.93361,exit,109
1,16,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,entrance,108
1,16,25A,Schenectady - Binghamton - I-88 - NY Route 7,42.79035,-74.01592,exit,105
1,16,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,entrance,112
1,16,26,Schenectady - Scotia - I-890 - NY Routes 5 & 5S,42.83812,-74.0126,exit,107
1,16,27,Amsterdam - NY Route 30,42.92295,-74.19648,entrance,168
1,16,27,Amsterdam - NY Route 30,42.92295,-74.19648,exit,161
1,16,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,entrance,93
1,16,28,Fultonville - Fonda - NY Route 30A,42.94476,-74.35976,exit,92
1,16,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,entrance,54
1,16,29,Canajoharie - Sharon Springs - NY Route 10,42.90697,-74.56224,exit,78
1,16,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,entrance,46
1,16,29A,Little Falls - Dolgeville - NY Route 169,43.01657,-74.81745,exit,41
1,16,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,entrance,86
1,16,30,Herkimer - Mohawk - NY Route 28,43.01778,-74.98931,exit,89
1,16,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,entrance,188
1,16,31,Utica - I-790 - NY Routes 8 & 12,43.11198,-75.20499,exit,157
1,16,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,entrance,101
1,16,32,Westmoreland - Rome - NY Route 233,43.12388,-75.40102,exit,90
1,16,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,entrance,179
1,16,33,Verona - Rome - Oneida - NY Route 365,43.12375,-75.5823,exit,147
1,16,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,entrance,108
1,16,34,Canastota - Oneida - Chittenango - NY Route 13,43.0926,-75.7472,exit,103
1,16,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,entrance,145
1,16,34A,Syracuse - Chittenango - Oswego - I-481,43.09475,-76.04353,exit,184
1,16,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,entrance,88
1,16,35,Syracuse - East Syracuse - NY Route 298,43.09278,-76.08985,exit,97
1,16,36,Watertown - Binghamton - I-81,43.09458,-76.16788,entrance,182
1,16,36,Watertown - Binghamton - I-81,43.09458,-76.16788,exit,165
1,16,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,entrance,72
1,16,37,Syracuse - Liverpool - Electronics Parkway,43.10206,-76.18139,exit,87
1,16,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,entrance,76
1,16,38,Syracuse - Liverpool - County Route 57,43.11717,-76.21867,exit,112
1,16,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,entrance,177
1,16,39,Syracuse - Fulton - I-690 - NY Route 690,43.1073,-76.2872,exit,185
1,16,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,entrance,111
1,16,40,Weedsport - Auburn - NY Route 34,43.06112,-76.56474,exit,115
1,16,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,entrance,159
1,16,41,Waterloo - Clyde - NY Route 414,42.96744,-76.85294,exit,141
1,16,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,entrance,126
1,16,42,Geneva - Lyons - NY Route 14,42.95489,-76.98206,exit,126
1,16,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,entrance,96
1,16,43,Manchester - Palmyra - NY Route 21,42.97874,-77.23343,exit,100
1,16,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,entrance,78
1,16,44,Canandaigua - Victor - NY Route 332,42.9957,-77.3684,exit,93
1,16,45,Rochester - Victor - I-490,43.00922,-77.43991,entrance,198
1,16,45,Rochester - Victor - I-490,43.00922,-77.43991,exit,204
1,16,46,Rochester - Corning - I-390,43.04775,-77.65387,entrance,166
1,16,46,Rochester - Corning - I-390,43.04775,-77.65387,exit,169
1,16,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,entrance,74
1,16,47,Rochester - LeRoy - I-490 - NY Route 19,43.02896,-77.96674,exit,81
1,16,48,Batavia - NY Route 98,43.01859,-78.18819,entrance,86
1,16,48,Batavia - NY Route 98,43.01859,-78.18819,exit,99
1,16,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,entrance,110
1,16,48A,Pembroke - Medina - NY Route 77,43.00281,-78.41385,exit,105
1,16,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,entrance,87
1,16,49,Depew - Lockport - NY Route 78,42.95065,-78.70493,exit,97
1,16,50,Niagara Falls - I-290,42.94892,-78.76393,entrance,317
1,16,50,Niagara Falls - I-290,42.94892,-78.76393,exit,287
1,16,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,entrance,114
1,16,55,Springville - Orchard Park - Lackawanna - West Seneca - US Route 219 - Ridge Road,42.82744,-78.79094,exit,102
1,16,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,entrance,52
1,16,56,Blasdell - Orchard Park - Mile Strip Road (NY Route 179),42.79274,-78.81661,exit,53
1,16,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,entrance,46
1,16,57,Hamburg - East Aurora - NY Route 75,42.74377,-78.84037,exit,50
1,16,57A,Eden - Angola,42.65908,-78.9609,entrance,32
1,16,57A,Eden - Angola,42.65908,-78.9609,exit,37
